Company Name,Industry,Symbol,Series,ISIN Code
Mangalam Organics Limited,,MANORG,BE,INE370D01013
Manugraph India Limited,,MANUGRAPH,BE,INE867A01022
Vedant Fashions Limited,,MANYAVAR,EQ,INE825V01034
C.E. Info Systems Limited,,MAPMYINDIA,EQ,INE0BV301023
Maral Overseas Limited,,MARALOVER,BE,INE882A01013
Marathon Nextgen Realty Limited,,MARATHON,EQ,INE182D01020
Marico Limited,,MARICO,EQ,INE196A01026
Marine Electricals (India) Limited,,MARINE,EQ,INE01JE01028
Markolines Pavement Technologies Limited,,MARKOLINES,EQ,INE0FW001016
Marksans Pharma Limited,,MARKSANS,EQ,INE750C01026
Marsons Limited,,MARSONS,EQ,INE415B01044
Maruti Suzuki India Limited,,MARUTI,EQ,INE585B01010
MAS Financial Services Limited,,MASFIN,EQ,INE348L01012
Mask Investments Limited,,MASKINVEST,BE,INE885F01015
Mastek Limited,,MASTEK,EQ,INE759A01021
Master Trust Limited,,MASTERTR,EQ,INE677D01037
Matrimony.Com Limited,,MATRIMONY,EQ,INE866R01028
Mawana Sugars Limited,,MAWANASUG,BE,INE636A01039
Max Estates Limited,,MAXESTATES,EQ,INE03EI01018
Max Healthcare Institute Limited,,MAXHEALTH,EQ,INE027H01010
Max India Limited,,MAXIND,EQ,INE0CG601016
Mayur Uniquoters Ltd,,MAYURUNIQ,EQ,INE040D01038
Mazda Limited,,MAZDA,EQ,INE885E01042
Mazagon Dock Shipbuilders Limited,,MAZDOCK,EQ,INE249Z01020
Madhya Bharat Agro Products Limited,,MBAPL,EQ,INE900L01010
M & B Engineering Limited,,MBEL,EQ,INE08N601015
MBL Infrastructure Limited,,MBLINFRA,BE,INE912H01013
Mac Charles India Limited,,MCCHRLS-B,EQ,INE435D01014
M TEK COPPER LIMITED,,MCL,EQ,INE813V01022
Mcleod Russel India Limited,,MCLEODRUSS,BE,INE942G01012
Magellanic Cloud Limited,,MCLOUD,EQ,INE613C01026
Multi Commodity Exchange of India Limited,,MCX,EQ,INE745G01043
Global Health Limited,,MEDANTA,EQ,INE474Q01031
Medi Assist Healthcare Services Limited,,MEDIASSIST,EQ,INE456Z01021
Medicamen Biotech Limited,,MEDICAMEQ,EQ,INE646B01010
Medico Remedies Limited,,MEDICO,EQ,INE630Y01024
Medplus Health Services Limited,,MEDPLUS,EQ,INE804L01022
Meesho Limited,,MEESHO,EQ,INE0VDM01015
Megastar Foods Limited,,MEGASTAR,EQ,INE00EM01016
Mangal Electrical Industries Limited,,MEIL,BE,INE0PKD01011
Menon Pistons Limited,,MENNPIS,EQ,INE650G01029
Menon Bearings Limited,,MENONBE,EQ,INE071D01033
MEP Infrastructure Developers Limited,,MEP,BZ,INE776I01010
Mercantile Ventures Limited,,MERCANTILE,EQ,INE689O01013
Mercury Ev-Tech Limited,,MERCURYEV,BE,INE763M01028
Metro Brands Limited,,METROBRAND,EQ,INE317I01021
Metroglobal Limited,,METROGLOBL,EQ,INE085D01033
Metropolis Healthcare Limited,,METROPOLIS,EQ,INE112L01020
Mahalaxmi Fabric Mills Limited,,MFML,EQ,INE0US801024
Max Financial Services Limited,,MFSL,EQ,INE180A01020
Mangalam Global Enterprise Limited,,MGEL,BE,INE0APB01032
Mahanagar Gas Limited,,MGL,EQ,INE002S01010
Mahalaxmi Rubtech Limited,,MHLXMIRU,EQ,INE112D01035
Mahindra Holidays & Resorts India Limited,,MHRIL,EQ,INE998I01010
MIC Electronics Limited,,MICEL,EQ,INE287C01037
Mishra Dhatu Nigam Limited,,MIDHANI,EQ,INE099Z01011
Midwest Limited,,MIDWESTLTD,EQ,INE0XAD01024
Minda Corporation Limited,,MINDACORP,EQ,INE842C01021
Mindteck (India) Limited,,MINDTECK,EQ,INE110B01017
Mirza International Limited,,MIRZAINT,EQ,INE771A01026
MITCON Consultancy & Engineering Services Limited,,MITCON,BE,INE828O01033
Mittal Life Style Limited,,MITTAL,EQ,INE997Y01027
M K Proteins Limited,,MKPL,EQ,INE964W01021
MM Forgings Limited,,MMFL,EQ,INE227C01017
MMP Industries Limited,,MMP,EQ,INE511Y01018
MMTC Limited,,MMTC,EQ,INE123F01029
Media Matrix Worldwide Limited,,MMWL,BE,INE200D01020
One Mobikwik Systems Limited,,MOBIKWIK,EQ,INE0HLU01028
Modi Naturals Limited,,MODINATUR,BE,INE537F01012
Modi Rubber Limited,,MODIRUBBER,EQ,INE832A01018
Modis Navnirman Limited,,MODIS,EQ,INE0L0L01012
MODISON LIMITED,,MODISONLTD,BE,INE737D01021
Modern Threads (India) Limited,,MODTHREAD,EQ,INE794W01014
Mohit Industries Limited,,MOHITIND,EQ,INE954E01012
MOIL Limited,,MOIL,EQ,INE490G01020
Moksh Ornaments Limited,,MOKSH,EQ,INE514Y01020
Meghmani Organics Limited,,MOL,EQ,INE0CT101020
Mold-Tek Technologies Limited,,MOLDTECH,EQ,INE835B01035
Mold-Tek Packaging Limited,,MOLDTKPAC,EQ,INE893J01029
Monarch Networth Capital Limited,,MONARCH,EQ,INE903D01011
Moneyboxx Finance Limited,,MONEYBOXX,EQ,INE296Q01012
Monte Carlo Fashions Limited,,MONTECARLO,EQ,INE950M01013
Morarjee Textiles Limited,,MORARJEE,BZ,INE161G01027
Morepen Laboratories Limited,,MOREPENLAB,EQ,INE083A01026
Moschip Technologies Limited,,MOSCHIP,EQ,INE935B01025
Samvardhana Motherson International Limited,,MOTHERSON,EQ,INE775A01035
Motilal Oswal Financial Services Limited,,MOTILALOFS,EQ,INE338I01027
Motisons Jewellers Limited,,MOTISONS,EQ,INE0FRK01020
The Motor & General Finance Limited,,MOTOGENFIN,BE,INE861B01023
MphasiS Limited,,MPHASIS,EQ,INE356A01018
MPS Limited,,MPSLTD,EQ,INE943D01017
MRF Limited,,MRF,EQ,INE883A01011
Mangalore Refinery and Petrochemicals Limited,,MRPL,EQ,INE103A01014
MSP Steel & Power Limited,,MSPL,EQ,INE752G01015
Mstc Limited,,MSTCLTD,EQ,INE255X01014
Motherson Sumi Wiring India Limited,,MSUMI,EQ,INE0FS801015
Mtar Technologies Limited,,MTARTECH,EQ,INE864I01014
MT Educare Limited,,MTEDUCARE,BE,INE472M01018
Mahanagar Telephone Nigam Limited,,MTNL,EQ,INE153A01019
Mufin Green Finance Limited,,MUFIN,EQ,INE08KJ01020
Credo Brands Marketing Limited,,MUFTI,EQ,INE220Q01020
Mukand Limited,,MUKANDLTD,EQ,INE304A01026
Mukka Proteins Limited,,MUKKA,EQ,INE0CG401037
Mukta Arts Limited,,MUKTAARTS,BE,INE374B01019
Munjal Auto Industries Limited,,MUNJALAU,EQ,INE672B01032
Munjal Showa Limited,,MUNJALSHOW,EQ,INE577A01027
Murudeshwar Ceramics Limited,,MURUDCERA,EQ,INE692B01014
Muthoot Capital Services Limited,,MUTHOOTCAP,EQ,INE296G01013
Muthoot Finance Limited,,MUTHOOTFIN,EQ,INE414G01012
Muthoot Microfin Limited,,MUTHOOTMF,EQ,INE046W01019
Manoj Vaibhav Gems N Jewellers Limited,,MVGJL,EQ,INE0KNT01012
Mangalam Worldwide Limited,,MWL,EQ,INE0JYY01011
NACL Industries Limited,,NACLIND,EQ,INE295D01020
Nagreeka Capital & Infrastructure Limited,,NAGREEKCAP,BE,INE245I01016
Nagreeka Exports Limited,,NAGREEKEXP,EQ,INE123B01028
Nahar Capital and Financial Services Limited,,NAHARCAP,EQ,INE049I01012
Nahar Industrial Enterprises Limited,,NAHARINDUS,EQ,INE289A01011
Nahar Poly Films Limited,,NAHARPOLY,EQ,INE308A01027
Nahar Spinning Mills Limited,,NAHARSPING,BE,INE290A01027
Nippon Life India Asset Management Limited,,NAM-INDIA,EQ,INE298J01013
Narmada Agrobase Limited,,NARMADA,EQ,INE117Z01011
Natural Capsules Limited,,NATCAPSUQ,EQ,INE936B01015
Natco Pharma Limited,,NATCOPHARM,EQ,INE987B01026
Nath Bio-Genes (India) Limited,,NATHBIOGEN,EQ,INE448G01010
National Aluminium Company Limited,,NATIONALUM,EQ,INE139A01034
National Standard (India) Limited,,NATIONSTD,EQ,INE166R01015
Info Edge (India) Limited,,NAUKRI,EQ,INE663F01032
NAVA LIMITED,,NAVA,EQ,INE725A01030
Navin Fluorine International Limited,,NAVINFLUOR,EQ,INE048G01026
Navkar Corporation Limited,,NAVKARCORP,EQ,INE278M01019
Navkar Urbanstructure Limited,,NAVKARURB,BE,INE268H01044
Navneet Education Limited,,NAVNETEDUL,EQ,INE060A01024
Nazara Technologies Limited,,NAZARA,EQ,INE418L01047
NBCC (India) Limited,,NBCC,EQ,INE095N01031
N. B. I. Industrial Finance Company Limited,,NBIFIN,EQ,INE365I01020
NCC Limited,,NCC,EQ,INE868B01028
NCL Industries Limited,,NCLIND,EQ,INE732C01016
Naga Dhunseri Group Limited,,NDGL,EQ,INE756C01015
Nandan Denim Limited,,NDL,EQ,INE875G01048
NDL Ventures Limited,,NDLVENTURE,EQ,INE353A01023
Ndr Auto Components Limited,,NDRAUTO,EQ,INE07OG01012
New Delhi Television Limited,,NDTV,EQ,INE155G01029
Neelamalai Agro Industries Limited,,NEAGI,EQ,INE605D01012
North Eastern Carrying Corporation Limited,,NECCLTD,EQ,INE553C01016
Nectar Lifesciences Limited,,NECLIFE,BE,INE023H01027
Nelcast Limited,,NELCAST,EQ,INE189I01024
NELCO Limited,,NELCO,EQ,INE045B01015
Neogen Chemicals Limited,,NEOGEN,EQ,INE136S01016
Nephrocare Health Services Limited,,NEPHROPLUS,EQ,INE428V01029
Nesco Limited,,NESCO,EQ,INE317F01035
Nestle India Limited,,NESTLEIND,EQ,INE239A01024
Netweb Technologies India Limited,,NETWEB,EQ,INE0NT901020
Network18 Media & Investments Limited,,NETWORK18,EQ,INE870H01013
Neuland Laboratories Limited,,NEULANDLAB,EQ,INE794A01010
Newgen Software Technologies Limited,,NEWGEN,EQ,INE619B01017
Next Mediaworks Limited,,NEXTMEDIA,EQ,INE747B01016
National Fertilizers Limited,,NFL,EQ,INE870D01012
Nakoda Group of Industries Limited,,NGIL,BE,INE236Y01012
NGL Fine-Chem Limited,,NGLFINE,EQ,INE887E01022
Narayana Hrudayalaya Ltd.,,NH,EQ,INE410P01011
NHPC Limited,,NHPC,EQ,INE848E01016
The New India Assurance Company Limited,,NIACL,EQ,INE470Y01017
NIBE Limited,,NIBE,EQ,INE149O01018
NRB Industrial Bearings Limited,,NIBL,EQ,INE047O01014
NIIT Limited,,NIITLTD,EQ,INE161A01038
NIIT Learning Systems Limited,,NIITMTS,EQ,INE342G01023
Nila Infrastructures Limited,,NILAINFRA,EQ,INE937C01029
Nila Spaces Limited,,NILASPACES,EQ,INE00S901012
Nile Limited,,NILE,EQ,INE445D01013
Nilkamal Limited,,NILKAMAL,EQ,INE310A01015
Nimbus Projects Limited,,NIMBSPROJ,BE,INE875B01015
NINtec Systems Limited,,NINSYS,BE,INE395U01014
Indo-National Limited,,NIPPOBATRY,EQ,INE567A01028
Niraj Cement Structurals Limited,,NIRAJ,BE,INE368I01016
Niraj Ispat Industries Limited,,NIRAJISPAT,EQ,INE326T01011
Nirlon Limited,,NIRLON,EQ,INE910A01012
Nitco Limited,,NITCO,EQ,INE858F01012
Nitin Spinners Limited,,NITINSPIN,EQ,INE229H01012
Nitiraj Engineers Limited,,NITIRAJ,EQ,INE439T01012
Nitta Gelatin India Limited,,NITTAGELA,EQ,INE265B01019
Niva Bupa Health Insurance Company Limited,,NIVABUPA,EQ,INE995S01015
NK Industries Limited,,NKIND,EQ,INE542C01019
NLC India Limited,,NLCINDIA,EQ,INE589A01014
NMDC Limited,,NMDC,EQ,INE584A01023
NOCIL Limited,,NOCIL,EQ,INE163A01018
Noida Toll Bridge Company Limited,,NOIDATOLL,BE,INE781B01015
Norben Tea & Exports Limited,,NORBTEAEXP,EQ,INE369C01017
Northern Arc Capital Limited,,NORTHARC,EQ,INE850M01015
Nova Agritech Limited,,NOVAAGRI,BE,INE02H701025
Novartis India Limited,,NOVARTIND,EQ,INE234A01025
Network People Services Technologies Limited,,NPST,EQ,INE0FFK01017
N R Agarwal Industries Limited,,NRAIL,EQ,INE740D01017
NRB Bearing Limited,,NRBBEARING,EQ,INE349A01021
Nupur Recyclers Limited,,NRL,BE,INE0JM501013
Nalwa Sons Investments Limited,,NSIL,EQ,INE023A01030
NMDC Steel Limited,,NSLNISP,EQ,INE0NNS01018
NTPC Limited,,NTPC,EQ,INE733E01010
NTPC Green Energy Limited,,NTPCGREEN,EQ,INE0ONG01011
Nucleus Software Exports Limited,,NUCLEUS,EQ,INE096B01018
Nureca Limited,,NURECA,EQ,INE0DSF01015
Nuvama Wealth Management Limited,,NUVAMA,EQ,INE531F01023
Nuvoco Vistas Corporation Limited,,NUVOCO,EQ,INE118D01016
FSN E-Commerce Ventures Limited,,NYKAA,EQ,INE388Y01029
Oriental Aromatics Limited,,OAL,EQ,INE959C01023
Orissa Bengal Carrier Limited,,OBCL,EQ,INE426Z01016
Oberoi Realty Limited,,OBEROIRLTY,EQ,INE093I01010
OCCL Limited,,OCCLLTD,BE,INE0PK601023
Odigma Consultancy Solutions Limited,,ODIGMA,EQ,INE054301028
Oracle Financial Services Software Limited,,OFSS,EQ,INE881D01027
Oil India Limited,,OIL,EQ,INE274J01014
Oil Country Tubular Limited,,OILCOUNTUB,BE,INE591A01010
Ola Electric Mobility Limited,,OLAELEC,EQ,INE0LXG01040
Olectra Greentech Limited,,OLECTRA,EQ,INE260D01016
Omax Autos Limited,,OMAXAUTO,BE,INE090B01011
Omaxe Limited,,OMAXE,EQ,INE800H01010
Om Freight Forwarders Limited,,OMFREIGHT,EQ,INE1BZC01019
OM INFRA LIMITED,,OMINFRAL,EQ,INE239D01028
Omnitech Engineering Limited,,OMNI,EQ,INE0UH301010
Om Power Transmission Limited,,OMPOWER,EQ,INE25E901019
Onelife Capital Advisors Limited,,ONELIFECAP,BE,INE912L01015
One Point One Solutions Limited,,ONEPOINT,EQ,INE840Y01029
Onesource Specialty Pharma Limited,,ONESOURCE,EQ,INE013P01021
Oil & Natural Gas Corporation Limited,,ONGC,EQ,INE213A01029
Onida Electronics Limited,,ONIDA,BE,INE831A01028
OnMobile Global Limited,,ONMOBILE,EQ,INE809I01019
Onward Technologies Limited,,ONWARDTEC,EQ,INE229A01017
Optiemus Infracom Limited,,OPTIEMUS,EQ,INE350C01017
Orbit Exports Limited,,ORBTEXP,EQ,INE231G01010
Orchasp Limited,,ORCHASP,EQ,INE215B01022
Orchid Pharma Limited,,ORCHPHARMA,EQ,INE191A01027
Oricon Enterprises Limited,,ORICONENT,EQ,INE730A01022
Oriental Trimex Limited,,ORIENTALTL,EQ,INE998H01012
Orient Bell Limited,,ORIENTBELL,EQ,INE607D01018
Orient Cement Limited,,ORIENTCEM,EQ,INE876N01018
ORIENT CERATECH LIMITED,,ORIENTCER,EQ,INE569C01020
Orient Electric Limited,,ORIENTELEC,EQ,INE142Z01019
Oriental Hotels Limited,,ORIENTHOT,EQ,INE750A01020
Orient Press Limited,,ORIENTLTD,EQ,INE609C01024
Orient Paper & Industries Limited,,ORIENTPPR,EQ,INE592A01026
Orient Technologies Limited,,ORIENTTECH,EQ,INE0PPK01015
The Orissa Minerals Development Company Limited,,ORISSAMINE,EQ,INE725E01024
Orkla India Limited,,ORKLAINDIA,EQ,INE16NZ01023
Ortel Communications Limited,,ORTEL,BZ,INE849L01019
ORTIN GLOBAL LIMITED,,ORTINGLOBE,BE,INE749B01020
Osia Hyper Retail Limited,,OSIAHYPER,BE,INE06IR01021
Oswal Agro Mills Limited,,OSWALAGRO,BE,INE142A01012
Oswal Greentech Limited,,OSWALGREEN,EQ,INE143A01010
Oswal Pumps Limited,,OSWALPUMPS,EQ,INE0BYP01024
ShreeOswal Seeds And Chemicals Limited,,OSWALSEEDS,EQ,INE00IK01029
Pace Digitek Limited,,PACEDIGITK,EQ,INE0S3G01027
Page Industries Limited,,PAGEIND,EQ,INE761H01022
Paisalo Digital Limited,,PAISALO,EQ,INE420C01059
PAKKA LIMITED,,PAKKA,EQ,INE551D01018
Palash Securities Limited,,PALASHSECU,EQ,INE471W01019
Palred Technologies Limited,,PALREDTEC,BE,INE218G01033
Panacea Biotec Limited,,PANACEABIO,EQ,INE922B01023
Panache Digilife Limited,,PANACHE,EQ,INE895W01019
Panama Petrochem Limited,,PANAMAPET,EQ,INE305C01029
Pansari Developers Limited,,PANSARI,EQ,INE697V01011
Par Drugs And Chemicals Limited,,PAR,EQ,INE04LG01015
Paramount Communications Limited,,PARACABLES,EQ,INE074B01023
Paradeep Phosphates Limited,,PARADEEP,EQ,INE088F01024
Parag Milk Foods Limited,,PARAGMILK,EQ,INE883N01014
Paras Defence and Space Technologies Limited,,PARAS,EQ,INE045601023
Paras Petrofils Limited,,PARASPETRO,EQ,INE162C01024
Park Medi World Limited,,PARKHOSPS,EQ,INE119201023
Apeejay Surrendra Park Hotels Limited,,PARKHOTELS,EQ,INE988S01028
Parsvnath Developers Limited,,PARSVNATH,BE,INE561H01026
Pashupati Cotspin Limited,,PASHUPATI,EQ,INE124Y01028
Pasupati Acrylon Limited,,PASUPTAC,BE,INE818B01023
Patanjali Foods Limited,,PATANJALI,EQ,INE619A01035
Patel Engineering Limited,,PATELENG,EQ,INE244B01030
Patel Retail Limited,,PATELRMART,EQ,INE0R8B01010
Patel Integrated Logistics Limited,,PATINTLOG,BE,INE529D01014
Paushak Limited,,PAUSHAKLTD,EQ,INE111F01024
Pavna Industries Limited,,PAVNAIND,BE,INE07S101038
One 97 Communications Limited,,PAYTM,EQ,INE982J01020
PCBL Chemical Limited,,PCBL,EQ,INE602A01031
PC Jeweller Limited,,PCJEWELLER,EQ,INE785M01021
Pudumjee Paper Products Limited,,PDMJEPAPER,EQ,INE865T01018
PDS Limited,,PDSL,EQ,INE111Q01021
Pearl Polymers Limited,,PEARLPOLY,BE,INE844A01013
Pennar Industries Limited,,PENIND,EQ,INE932A01024
Peninsula Land Limited,,PENINLAND,BE,INE138A01028
Persistent Systems Limited,,PERSISTENT,EQ,INE262H01021
Petronet LNG Limited,,PETRONET,EQ,INE347G01014
Power Finance Corporation Limited,,PFC,EQ,INE134E01011
Pfizer Limited,,PFIZER,EQ,INE182A01018
Prime Focus Limited,,PFOCUS,BE,INE367G01038
PTC India Financial Services Limited,,PFS,EQ,INE560K01014
PG Electroplast Limited,,PGEL,EQ,INE457L01029
Procter & Gamble Hygiene and Health Care Limited,,PGHH,EQ,INE179A01014
Procter & Gamble Health Limited,,PGHL,EQ,INE199A01012
Pearl Global Industries Limited,,PGIL,EQ,INE940H01022
The Phoenix Mills Limited,,PHOENIXLTD,EQ,INE211B01039
Piccadily Agro Industries Limited,,PICCADIL,EQ,INE546C01010
Pidilite Industries Limited,,PIDILITIND,EQ,INE318A01026
Power & Instrumentation (Gujarat) Limited,,PIGL,EQ,INE557Z01018
PI Industries Limited,,PIIND,EQ,INE603J01030
Pilani Investment and Industries Corporation Limited,,PILANIINVS,EQ,INE417C01014
PIL ITALICA LIFESTYLE LIMITED,,PILITA,BE,INE600A01035
Pine Labs Limited,,PINELABS,EQ,INE15B701018
Pioneer Embroideries Limited,,PIONEEREMB,EQ,INE156C01018
Pioneer Investcorp Limited,,PIONRINV,EQ,INE746D01014
Piramal Finance Limited,,PIRAMALFIN,EQ,INE202B01038
Pitti Engineering Limited,,PITTIENG,EQ,INE450D01021
Pix Transmissions Limited,,PIXTRANS,EQ,INE751B01018
The Peria Karamalai Tea & Produce Company Limited,,PKTEA,EQ,INE431F01018
Plastiblends India Limited,,PLASTIBLEN,EQ,INE083C01022
Platinum Industries Limited,,PLATIND,EQ,INE0PT501018
Plaza Wires Limited,,PLAZACABLE,BE,INE0INJ01017
Paul Merchants Limited,,PML,EQ,INE291E01019
Punjab National Bank,,PNB,EQ,INE160A01022
PNB Gilts Limited,,PNBGILTS,EQ,INE859A01011
PNB Housing Finance Limited,,PNBHOUSING,EQ,INE572E01012
Pritish Nandy Communications Limited,,PNC,EQ,INE392B01011
PNC Infratech Limited,,PNCINFRA,EQ,INE195J01029
P N Gadgil Jewellers Limited,,PNGJL,EQ,INE953R01016
PNGS Reva Diamond Jewellery Limited,,PNGSREVA,EQ,INE1RDG01013
Pondy Oxides & Chemicals Limited,,POCL,EQ,INE063E01053
Poddar Pigments Limited,,PODDARMENT,EQ,INE371C01013
Pokarna Limited,,POKARNA,EQ,INE637C01025
PB Fintech Limited,,POLICYBZR,EQ,INE417T01026
Polycab India Limited,,POLYCAB,EQ,INE455K01017
Poly Medicure Limited,,POLYMED,EQ,INE205C01021
Polyplex Corporation Limited,,POLYPLEX,EQ,INE633B01018
Ponni Sugars (Erode) Limited,,PONNIERODE,EQ,INE838E01017
Poonawalla Fincorp Limited,,POONAWALLA,EQ,INE511C01022
Power Grid Corporation of India Limited,,POWERGRID,EQ,INE752E01010
Powerica Limited,,POWERICA,EQ,INE921L01032
Hitachi Energy India Limited,,POWERINDIA,EQ,INE07Y701011
Power Mech Projects Limited,,POWERMECH,EQ,INE211R01019
PPAP Automotive Limited,,PPAP,EQ,INE095I01015
Prakash Pipes Limited,,PPL,EQ,INE050001010
Piramal Pharma Limited,,PPLPHARMA,EQ,INE0DK501011
Prabha Energy Limited,,PRABHA,EQ,INE0I0M01023
Pradeep Metals Limited,,PRADPME,EQ,INE770A01010
Prajay Engineers Syndicate Limited,,PRAENG,EQ,INE505C01016
Praj Industries Limited,,PRAJIND,EQ,INE074A01025
Prakash Industries Limited,,PRAKASH,EQ,INE603A01013
Prakash Steelage Limited,,PRAKASHSTL,EQ,INE696K01024
Praveg Limited,,PRAVEG,EQ,INE722B01019
Praxis Home Retail Limited,,PRAXIS,BE,INE546Y01022
Precision Camshafts Limited,,PRECAM,EQ,INE484I01029
Precot Limited,,PRECOT,EQ,INE283A01014
Precision Wires India Limited,,PRECWIRE,EQ,INE372C01037
Premco Global Limited,,PREMCO,EQ,INE001E01012
Premier Explosives Limited,,PREMEXPLN,EQ,INE863B01029
Premier Limited,,PREMIER,BE,INE342A01018
Premier Energies Limited,,PREMIERENE,EQ,INE0BS701011
Premier Polyfilm Limited,,PREMIERPOL,BE,INE309M01020
Prestige Estates Projects Limited,,PRESTIGE,EQ,INE811K01011
Pricol Limited,,PRICOLLTD,EQ,INE726V01018
Prime Securities Limited,,PRIMESECU,EQ,INE032B01021
Primo Chemicals Limited,,PRIMO,EQ,INE607A01022
Prince Pipes And Fittings Limited,,PRINCEPIPE,EQ,INE689W01016
Priti International Limited,,PRITI,BE,INE974Z01015
Pritika Auto Industries Limited,,PRITIKAUTO,BE,INE583R01029
Privi Speciality Chemicals Limited,,PRIVISCL,EQ,INE959A01019
Prostarm Info Systems Limited,,PROSTARM,EQ,INE0BX301013
Protean eGov Technologies Limited,,PROTEAN,EQ,INE004A01022
Prozone Realty Limited,,PROZONER,EQ,INE195N01013
Prism Johnson Limited,,PRSMJOHNSN,EQ,INE010A01011
Prudent Corporate Advisory Services Limited,,PRUDENT,EQ,INE00F201020
Prudential Sugar Corporation Limited,,PRUDMOULI,BE,INE024D01016
Punjab & Sind Bank,,PSB,EQ,INE608A01012
PSP Projects Limited,,PSPPROJECT,EQ,INE488V01015
PTC India Limited,,PTC,EQ,INE877F01012
PTC Industries Limited,,PTCIL,EQ,INE596F01018
PTL Enterprises Limited,,PTL,EQ,INE034D01049
Punjab Chemicals & Crop Protection Limited,,PUNJABCHEM,EQ,INE277B01014
Puravankara Limited,,PURVA,EQ,INE323I01011
PVP Ventures Limited,,PVP,EQ,INE362A01016
PVR INOX Limited,,PVRINOX,EQ,INE191H01014
Popular Vehicles and Services Limited,,PVSL,EQ,INE772T01024
Physicswallah Limited,,PWL,EQ,INE0LP301011
Pyramid Technoplast Limited,,PYRAMID,EQ,INE0MIS01010
QMS Medical Allied Services Limited,,QMSMEDI,EQ,INE0FMW01018
Quality Power Electrical Equipments Limited,,QPOWER,BE,INE0SII01026
Quadrant Future Tek Limited,,QUADFUTURE,EQ,INE0LRY01011
Quess Corp Limited,,QUESS,EQ,INE615P01015
Quick Heal Technologies Limited,,QUICKHEAL,BE,INE306L01010
Quint Digital Limited,,QUINT,EQ,INE641R01017
Race Eco Chain Limited,,RACE,BE,INE084Q01012
RACL Geartech Limited,,RACLGEAR,EQ,INE704B01017
Radaan Mediaworks India Limited,,RADAAN,EQ,INE874F01027
Radhika Jeweltech Limited,,RADHIKAJWE,EQ,INE583V01021
Radiant Cash Management Services Limited,,RADIANTCMS,EQ,INE855R01021
Radico Khaitan Limited,,RADICO,EQ,INE944F01028
Music Broadcast Limited,,RADIOCITY,EQ,INE919I01024
Railtel Corporation Of India Limited,,RAILTEL,EQ,INE0DD101019
Rain Industries Limited,,RAIN,EQ,INE855B01025
Rainbow Childrens Medicare Limited,,RAINBOW,EQ,INE961O01016
Rajesh Exports Limited,,RAJESHEXPO,BZ,INE343B01030
Rajnandini Metal Limited,,RAJMET,EQ,INE00KV01022
Rajoo Engineers Limited,,RAJOOENG,EQ,INE535F01024
Rajapalayam Mills Limited,,RAJPALAYAM,EQ,INE296E01026
Rajratan Global Wire Limited,,RAJRATAN,EQ,INE451D01029
Raj Rayon Industries Limited,,RAJRILTD,BE,INE533D01032
Rajshree Sugars & Chemicals Limited,,RAJSREESUG,EQ,INE562B01019
Raj Television Network Limited,,RAJTV,EQ,INE952H01027
Rallis India Limited,,RALLIS,EQ,INE613A01020
Shree Rama Newsprint Limited,,RAMANEWS,EQ,INE278B01020
Rama Phosphates Limited,,RAMAPHO,EQ,INE809A01032
Rama Steel Tubes Limited,,RAMASTEEL,EQ,INE230R01035
The Ramco Cements Limited,,RAMCOCEM,EQ,INE331A01037
Ramco Industries Limited,,RAMCOIND,EQ,INE614A01028
Ramco Systems Limited,,RAMCOSYS,EQ,INE246B01019
Ramky Infrastructure Limited,,RAMKY,EQ,INE874I01013
Ram Ratna Wires Limited,,RAMRAT,EQ,INE207E01023
Rana Sugars Limited,,RANASUG,EQ,INE625B01014
Rane Holdings Limited,,RANEHOLDIN,EQ,INE384A01010
Rategain Travel Technologies Limited,,RATEGAIN,EQ,INE0CLI01024
Ratnamani Metals & Tubes Limited,,RATNAMANI,EQ,INE703B01027
Ratnaveer Precision Engineering Limited,,RATNAVEER,EQ,INE05CZ01011
Raymond Limited,,RAYMOND,EQ,INE301A01014
Raymond Lifestyle Limited,,RAYMONDLSL,EQ,INE02ID01020
Raymond Realty Limited,,RAYMONDREL,EQ,INE1SY401010
Restaurant Brands Asia Limited,,RBA,EQ,INE07T201019
RBL Bank Limited,,RBLBANK,EQ,INE976G01028
RBZ Jewellers Limited,,RBZJEWEL,EQ,INE0PEQ01016
Rashtriya Chemicals and Fertilizers Limited,,RCF,EQ,INE027A01015
Reliance Communications Limited,,RCOM,BE,INE330H01018
REC Limited,,RECLTD,EQ,INE020B01018
Redington Limited,,REDINGTON,EQ,INE891D01026
Redtape Limited,,REDTAPE,EQ,INE0LXT01019
Refex Industries Limited,,REFEX,EQ,INE056I01025
Regaal Resources Limited,,REGAAL,BE,INE0MHO01029
Regency Ceramics Limited,,REGENCERAM,EQ,INE277C01012
Relaxo Footwears Limited,,RELAXO,EQ,INE131B01039
Reliance Chemotex Industries Limited,,RELCHEMQ,EQ,INE750D01016
Reliable Data Services Limited,,RELIABLE,EQ,INE375Y01018
Reliance Industries Limited,,RELIANCE,EQ,INE002A01018
Religare Enterprises Limited,,RELIGARE,EQ,INE621H01010
Ravindra Energy Limited,,RELTD,EQ,INE206N01018
Remsons Industries Limited,,REMSONSIND,EQ,INE474C01023
Shree Renuka Sugars Limited,,RENUKA,EQ,INE087H01022
Repco Home Finance Limited,,REPCOHOME,EQ,INE612J01015
Rudrabhishek Enterprises Limited,,REPL,BE,INE364Z01019
